ID,Invoice_Number,Date,Product_Name,Price,Quantity_Soldd,Cost_per_Unit,Purchase_Type,Payment_Method,StoreID
12291,249193,24/12/2023,Fries,3.49,224.07,0.88,In-store,Cash,88789
12292,249194,24/12/2023,Beverages,2.95,42.37,0.47,In-store,Cash,88789
12293,249195,24/12/2023,Sides & Other,4.99,14.43,2.25,In-store,Cash,88789
12294,252846,24/12/2023,Burgers,12.99,2.77,4.32,In-store,Gift card,88789
12295,252847,24/12/2023,Chicken Sandwiches,9.95,4.22,2.85,In-store,Gift card,88789
12296,252848,24/12/2023,Fries,3.49,16.05,0.88,In-store,Gift card,88789
12297,252849,24/12/2023,Beverages,2.95,6.78,0.47,In-store,Gift card,88789
12298,252850,24/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88789
12299,256501,24/12/2023,Burgers,12.99,193.23,4.32,Drive-thru,Credit Card,88789
12300,256502,24/12/2023,Chicken Sandwiches,9.95,19.9,2.85,Drive-thru,Credit Card,88789
12301,256503,24/12/2023,Fries,3.49,1206.02,0.88,Drive-thru,Credit Card,88789
12302,256504,24/12/2023,Beverages,2.95,314.92,0.47,Drive-thru,Credit Card,88789
12303,256505,24/12/2023,Sides & Other,4.99,153.31,2.25,Drive-thru,Credit Card,88789
12304,260156,24/12/2023,Burgers,12.99,16.4,4.32,Drive-thru,Cash,88789
12305,260157,24/12/2023,Chicken Sandwiches,9.95,81.71,2.85,Drive-thru,Cash,88789
12306,260158,24/12/2023,Fries,3.49,47.85,0.88,Drive-thru,Cash,88789
12307,260159,24/12/2023,Beverages,2.95,83.73,0.47,Drive-thru,Cash,88789
12308,260160,24/12/2023,Sides & Other,4.99,38.08,2.25,Drive-thru,Cash,88789
12309,263811,24/12/2023,Burgers,12.99,1.92,4.32,Drive-thru,Gift card,88789
12310,263812,24/12/2023,Chicken Sandwiches,9.95,3.72,2.85,Drive-thru,Gift card,88789
12311,263813,24/12/2023,Fries,3.49,49.57,0.88,Drive-thru,Gift card,88789
12312,263814,24/12/2023,Beverages,2.95,9.49,0.47,Drive-thru,Gift card,88789
12313,263815,24/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88789
12314,267466,24/12/2023,Burgers,12.99,11.16,4.32,Online,Credit Card,88789
12315,267467,24/12/2023,Chicken Sandwiches,9.95,2.31,2.85,Online,Credit Card,88789
12316,267468,24/12/2023,Fries,3.49,18.91,0.88,Online,Credit Card,88789
12317,267469,24/12/2023,Beverages,2.95,7.12,0.47,Online,Credit Card,88789
12318,267470,24/12/2023,Sides & Other,4.99,2.2,2.25,Online,Credit Card,88789
12319,271121,24/12/2023,Burgers,12.99,0.85,4.32,Online,Gift Card,88789
12320,271122,24/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88789
12321,271123,24/12/2023,Fries,3.49,3.44,0.88,Online,Gift Card,88789
12322,271124,24/12/2023,Beverages,2.95,3.39,0.47,Online,Gift Card,88789
12323,271125,24/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88789
12324,274776,24/12/2023,Burgers,12.99,244.03,4.32,In-store,Credit Card,88790
12325,274777,24/12/2023,Chicken Sandwiches,9.95,24.72,2.85,In-store,Credit Card,88790
12326,274778,24/12/2023,Fries,3.49,1025.79,0.88,In-store,Credit Card,88790
12327,274779,24/12/2023,Beverages,2.95,283.73,0.47,In-store,Credit Card,88790
12328,274780,24/12/2023,Sides & Other,4.99,15.43,2.25,In-store,Credit Card,88790
12329,278431,24/12/2023,Burgers,12.99,138.41,4.32,In-store,Cash,88790
12330,278432,24/12/2023,Chicken Sandwiches,9.95,4.12,2.85,In-store,Cash,88790
12331,278433,24/12/2023,Fries,3.49,43.84,0.88,In-store,Cash,88790
12332,278434,24/12/2023,Beverages,2.95,9.49,0.47,In-store,Cash,88790
12333,278435,24/12/2023,Sides & Other,4.99,40.08,2.25,In-store,Cash,88790
12334,282086,24/12/2023,Burgers,12.99,2.85,4.32,In-store,Gift card,88790
12335,282087,24/12/2023,Chicken Sandwiches,9.95,2.81,2.85,In-store,Gift card,88790
12336,282088,24/12/2023,Fries,3.49,10.6,0.88,In-store,Gift card,88790
12337,282089,24/12/2023,Beverages,2.95,22.71,0.47,In-store,Gift card,88790
12338,282090,24/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88790
12339,285741,24/12/2023,Burgers,12.99,453.96,4.32,Drive-thru,Credit Card,88790
12340,285742,24/12/2023,Chicken Sandwiches,9.95,19.5,2.85,Drive-thru,Credit Card,88790
12341,285743,24/12/2023,Fries,3.49,364.47,0.88,Drive-thru,Credit Card,88790
12342,285744,24/12/2023,Beverages,2.95,114.24,0.47,Drive-thru,Credit Card,88790
12343,285745,24/12/2023,Sides & Other,4.99,14.83,2.25,Drive-thru,Credit Card,88790
12344,289396,24/12/2023,Burgers,12.99,40.88,4.32,Drive-thru,Cash,88790
12345,289397,24/12/2023,Chicken Sandwiches,9.95,11.06,2.85,Drive-thru,Cash,88790
12346,289398,24/12/2023,Fries,3.49,22.92,0.88,Drive-thru,Cash,88790
12347,289399,24/12/2023,Beverages,2.95,36.61,0.47,Drive-thru,Cash,88790
12348,289400,24/12/2023,Sides & Other,4.99,13.03,2.25,Drive-thru,Cash,88790
12349,293051,24/12/2023,Burgers,12.99,2.08,4.32,Drive-thru,Gift card,88790
12350,293052,24/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88790
12351,293053,24/12/2023,Fries,3.49,14.61,0.88,Drive-thru,Gift card,88790
12352,293054,24/12/2023,Beverages,2.95,11.86,0.47,Drive-thru,Gift card,88790
12353,293055,24/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88790
12354,296706,24/12/2023,Burgers,12.99,43.19,4.32,Online,Credit Card,88790
12355,296707,24/12/2023,Chicken Sandwiches,9.95,2.91,2.85,Online,Credit Card,88790
12356,296708,24/12/2023,Fries,3.49,84.24,0.88,Online,Credit Card,88790
12357,296709,24/12/2023,Beverages,2.95,29.83,0.47,Online,Credit Card,88790
12358,296710,24/12/2023,Sides & Other,4.99,5.01,2.25,Online,Credit Card,88790
12359,300361,24/12/2023,Burgers,12.99,0.85,4.32,Online,Gift Card,88790
12360,300362,24/12/2023,Chicken Sandwiches,9.95,2.51,2.85,Online,Gift Card,88790
12361,300363,24/12/2023,Fries,3.49,6.88,0.88,Online,Gift Card,88790
12362,300364,24/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88790
12363,300365,24/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88790
12364,304016,24/12/2023,Burgers,12.99,133.33,4.32,In-store,Credit Card,88791
12365,304017,24/12/2023,Chicken Sandwiches,9.95,284.52,2.85,In-store,Credit Card,88791
12366,304018,24/12/2023,Fries,3.49,268.48,0.88,In-store,Credit Card,88791
12367,304019,24/12/2023,Beverages,2.95,267.46,0.47,In-store,Credit Card,88791
12368,304020,24/12/2023,Sides & Other,4.99,5.61,2.25,In-store,Credit Card,88791
12369,307671,24/12/2023,Burgers,12.99,26.02,4.32,In-store,Cash,88791
12370,307672,24/12/2023,Chicken Sandwiches,9.95,5.33,2.85,In-store,Cash,88791
12371,307673,24/12/2023,Fries,3.49,275.36,0.88,In-store,Cash,88791
12372,307674,24/12/2023,Beverages,2.95,182.37,0.47,In-store,Cash,88791
12373,307675,24/12/2023,Sides & Other,4.99,9.42,2.25,In-store,Cash,88791
12374,311326,24/12/2023,Burgers,12.99,1.85,4.32,In-store,Gift card,88791
12375,311327,24/12/2023,Chicken Sandwiches,9.95,1.21,2.85,In-store,Gift card,88791
12376,311328,24/12/2023,Fries,3.49,3.44,0.88,In-store,Gift card,88791
12377,311329,24/12/2023,Beverages,2.95,13.56,0.47,In-store,Gift card,88791
12378,311330,24/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88791
12379,314981,24/12/2023,Burgers,12.99,204.62,4.32,Drive-thru,Credit Card,88791
12380,314982,24/12/2023,Chicken Sandwiches,9.95,84.72,2.85,Drive-thru,Credit Card,88791
12381,314983,24/12/2023,Fries,3.49,296.85,0.88,Drive-thru,Credit Card,88791
12382,314984,24/12/2023,Beverages,2.95,50.85,0.47,Drive-thru,Credit Card,88791
12383,314985,24/12/2023,Sides & Other,4.99,7.82,2.25,Drive-thru,Credit Card,88791
12384,318636,24/12/2023,Burgers,12.99,109.55,4.32,Drive-thru,Cash,88791
12385,318637,24/12/2023,Chicken Sandwiches,9.95,8.14,2.85,Drive-thru,Cash,88791
12386,318638,24/12/2023,Fries,3.49,355.59,0.88,Drive-thru,Cash,88791
12387,318639,24/12/2023,Beverages,2.95,9.49,0.47,Drive-thru,Cash,88791
12388,318640,24/12/2023,Sides & Other,4.99,38.28,2.25,Drive-thru,Cash,88791
12389,322291,24/12/2023,Burgers,12.99,3.08,4.32,Drive-thru,Gift card,88791
12390,322292,24/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Drive-thru,Gift card,88791
12391,322293,24/12/2023,Fries,3.49,8.31,0.88,Drive-thru,Gift card,88791
12392,322294,24/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88791
12393,322295,24/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88791
12394,325946,24/12/2023,Burgers,12.99,26.87,4.32,Online,Credit Card,88791
12395,325947,24/12/2023,Chicken Sandwiches,9.95,4.22,2.85,Online,Credit Card,88791
12396,325948,24/12/2023,Fries,3.49,22.06,0.88,Online,Credit Card,88791
12397,325949,24/12/2023,Beverages,2.95,27.12,0.47,Online,Credit Card,88791
12398,325950,24/12/2023,Sides & Other,4.99,24.25,2.25,Online,Credit Card,88791
12399,329601,24/12/2023,Burgers,12.99,1.69,4.32,Online,Gift Card,88791
12400,329602,24/12/2023,Chicken Sandwiches,9.95,4.82,2.85,Online,Gift Card,88791
12401,329603,24/12/2023,Fries,3.49,5.73,0.88,Online,Gift Card,88791
12402,329604,24/12/2023,Beverages,2.95,16.27,0.47,Online,Gift Card,88791
12403,329605,24/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88791
12404,333256,24/12/2023,Burgers,12.99,115.86,4.32,In-store,Credit Card,88792
12405,333257,24/12/2023,Chicken Sandwiches,9.95,143.52,2.85,In-store,Credit Card,88792
12406,333258,24/12/2023,Fries,3.49,250.14,0.88,In-store,Credit Card,88792
12407,333259,24/12/2023,Beverages,2.95,429.49,0.47,In-store,Credit Card,88792
12408,333260,24/12/2023,Sides & Other,4.99,218.44,2.25,In-store,Credit Card,88792
12409,336911,24/12/2023,Burgers,12.99,62.51,4.32,In-store,Cash,88792
12410,336912,24/12/2023,Chicken Sandwiches,9.95,15.58,2.85,In-store,Cash,88792
12411,336913,24/12/2023,Fries,3.49,86.82,0.88,In-store,Cash,88792
12412,336914,24/12/2023,Beverages,2.95,36.61,0.47,In-store,Cash,88792
12413,336915,24/12/2023,Sides & Other,4.99,5.21,2.25,In-store,Cash,88792
12414,340566,24/12/2023,Burgers,12.99,2.23,4.32,In-store,Gift card,88792
12415,340567,24/12/2023,Chicken Sandwiches,9.95,4.82,2.85,In-store,Gift card,88792
12416,340568,24/12/2023,Fries,3.49,3.44,0.88,In-store,Gift card,88792
12417,340569,24/12/2023,Beverages,2.95,12.54,0.47,In-store,Gift card,88792
12418,340570,24/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88792
12419,344221,24/12/2023,Burgers,12.99,135.33,4.32,Drive-thru,Credit Card,88792
12420,344222,24/12/2023,Chicken Sandwiches,9.95,44.12,2.85,Drive-thru,Credit Card,88792
12421,344223,24/12/2023,Fries,3.49,620.06,0.88,Drive-thru,Credit Card,88792
12422,344224,24/12/2023,Beverages,2.95,734.58,0.47,Drive-thru,Credit Card,88792
12423,344225,24/12/2023,Sides & Other,4.99,61.32,2.25,Drive-thru,Credit Card,88792
12424,347876,24/12/2023,Burgers,12.99,25.48,4.32,Drive-thru,Cash,88792
12425,347877,24/12/2023,Chicken Sandwiches,9.95,7.64,2.85,Drive-thru,Cash,88792
12426,347878,24/12/2023,Fries,3.49,238.97,0.88,Drive-thru,Cash,88792
12427,347879,24/12/2023,Beverages,2.95,205.76,0.47,Drive-thru,Cash,88792
12428,347880,24/12/2023,Sides & Other,4.99,10.22,2.25,Drive-thru,Cash,88792
12429,351531,24/12/2023,Burgers,12.99,7.78,4.32,Drive-thru,Gift card,88792
12430,351532,24/12/2023,Chicken Sandwiches,9.95,5.93,2.85,Drive-thru,Gift card,88792
12431,351533,24/12/2023,Fries,3.49,6.88,0.88,Drive-thru,Gift card,88792
12432,351534,24/12/2023,Beverages,2.95,33.9,0.47,Drive-thru,Gift card,88792
12433,351535,24/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88792
12434,355186,24/12/2023,Burgers,12.99,37.26,4.32,Online,Credit Card,88792
12435,355187,24/12/2023,Chicken Sandwiches,9.95,15.38,2.85,Online,Credit Card,88792
12436,355188,24/12/2023,Fries,3.49,52.15,0.88,Online,Credit Card,88792
12437,355189,24/12/2023,Beverages,2.95,30.85,0.47,Online,Credit Card,88792
12438,355190,24/12/2023,Sides & Other,4.99,2.2,2.25,Online,Credit Card,88792
12439,358841,24/12/2023,Burgers,12.99,2.08,4.32,Online,Gift Card,88792
12440,358842,24/12/2023,Chicken Sandwiches,9.95,4.32,2.85,Online,Gift Card,88792
12441,358843,24/12/2023,Fries,3.49,4.87,0.88,Online,Gift Card,88792
12442,358844,24/12/2023,Beverages,2.95,5.08,0.47,Online,Gift Card,88792
12443,358845,24/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88792
12444,362496,24/12/2023,Burgers,12.99,289.61,4.32,In-store,Credit Card,88793
12445,362497,24/12/2023,Chicken Sandwiches,9.95,24.02,2.85,In-store,Credit Card,88793
12446,362498,24/12/2023,Fries,3.49,328.94,0.88,In-store,Credit Card,88793
12447,362499,24/12/2023,Beverages,2.95,303.73,0.47,In-store,Credit Card,88793
12448,362500,24/12/2023,Sides & Other,4.99,86.57,2.25,In-store,Credit Card,88793
12449,366151,24/12/2023,Burgers,12.99,122.94,4.32,In-store,Cash,88793
12450,366152,24/12/2023,Chicken Sandwiches,9.95,8.94,2.85,In-store,Cash,88793
12451,366153,24/12/2023,Fries,3.49,77.08,0.88,In-store,Cash,88793
12452,366154,24/12/2023,Beverages,2.95,118.31,0.47,In-store,Cash,88793
12453,366155,24/12/2023,Sides & Other,4.99,12.02,2.25,In-store,Cash,88793
12454,369806,24/12/2023,Burgers,12.99,0.85,4.32,In-store,Gift card,88793
12455,369807,24/12/2023,Chicken Sandwiches,9.95,1.11,2.85,In-store,Gift card,88793
12456,369808,24/12/2023,Fries,3.49,11.46,0.88,In-store,Gift card,88793
12457,369809,24/12/2023,Beverages,2.95,8.47,0.47,In-store,Gift card,88793
12458,369810,24/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88793
12459,373461,24/12/2023,Burgers,12.99,137.72,4.32,Drive-thru,Credit Card,88793
12460,373462,24/12/2023,Chicken Sandwiches,9.95,105.93,2.85,Drive-thru,Credit Card,88793
12461,373463,24/12/2023,Fries,3.49,96.56,0.88,Drive-thru,Credit Card,88793
12462,373464,24/12/2023,Beverages,2.95,471.86,0.47,Drive-thru,Credit Card,88793
12463,373465,24/12/2023,Sides & Other,4.99,53.51,2.25,Drive-thru,Credit Card,88793
12464,377116,24/12/2023,Burgers,12.99,84.37,4.32,Drive-thru,Cash,88793
12465,377117,24/12/2023,Chicken Sandwiches,9.95,54.07,2.85,Drive-thru,Cash,88793
12466,377118,24/12/2023,Fries,3.49,57.88,0.88,Drive-thru,Cash,88793
12467,377119,24/12/2023,Beverages,2.95,43.05,0.47,Drive-thru,Cash,88793
12468,377120,24/12/2023,Sides & Other,4.99,37.68,2.25,Drive-thru,Cash,88793
12469,380771,24/12/2023,Burgers,12.99,2,4.32,Drive-thru,Gift card,88793
12470,380772,24/12/2023,Chicken Sandwiches,9.95,8.74,2.85,Drive-thru,Gift card,88793
12471,380773,24/12/2023,Fries,3.49,3.44,0.88,Drive-thru,Gift card,88793
12472,380774,24/12/2023,Beverages,2.95,3.73,0.47,Drive-thru,Gift card,88793
12473,380775,24/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88793
12474,384426,24/12/2023,Burgers,12.99,8.08,4.32,Online,Credit Card,88793
12475,384427,24/12/2023,Chicken Sandwiches,9.95,10.15,2.85,Online,Credit Card,88793
12476,384428,24/12/2023,Fries,3.49,84.53,0.88,Online,Credit Card,88793
12477,384429,24/12/2023,Beverages,2.95,22.37,0.47,Online,Credit Card,88793
12478,384430,24/12/2023,Sides & Other,4.99,5.01,2.25,Online,Credit Card,88793
12479,388081,24/12/2023,Burgers,12.99,3.39,4.32,Online,Gift Card,88793
12480,388082,24/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Online,Gift Card,88793
12481,388083,24/12/2023,Fries,3.49,3.15,0.88,Online,Gift Card,88793
12482,388084,24/12/2023,Beverages,2.95,3.39,0.47,Online,Gift Card,88793
12483,388085,24/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88793
12484,11621,25/12/2023,Burgers,12.99,159.58,4.32,In-store,Credit Card,88781
12485,11622,25/12/2023,Chicken Sandwiches,9.95,52.96,2.85,In-store,Credit Card,88781
12486,11623,25/12/2023,Fries,3.49,886.82,0.88,In-store,Credit Card,88781
12487,11624,25/12/2023,Beverages,2.95,553.9,0.47,In-store,Credit Card,88781
12488,11625,25/12/2023,Sides & Other,4.99,53.71,2.25,In-store,Credit Card,88781
12489,15276,25/12/2023,Burgers,12.99,15.24,4.32,In-store,Cash,88781
12490,15277,25/12/2023,Chicken Sandwiches,9.95,7.74,2.85,In-store,Cash,88781
12491,15278,25/12/2023,Fries,3.49,26.07,0.88,In-store,Cash,88781
12492,15279,25/12/2023,Beverages,2.95,38.64,0.47,In-store,Cash,88781
12493,15280,25/12/2023,Sides & Other,4.99,19.64,2.25,In-store,Cash,88781
12494,18931,25/12/2023,Burgers,12.99,4.85,4.32,In-store,Gift card,88781
12495,18932,25/12/2023,Chicken Sandwiches,9.95,2.41,2.85,In-store,Gift card,88781
12496,18933,25/12/2023,Fries,3.49,8.88,0.88,In-store,Gift card,88781
12497,18934,25/12/2023,Beverages,2.95,5.76,0.47,In-store,Gift card,88781
12498,18935,25/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88781
12499,22586,25/12/2023,Burgers,12.99,178.44,4.32,Drive-thru,Credit Card,88781
12500,22587,25/12/2023,Chicken Sandwiches,9.95,45.63,2.85,Drive-thru,Credit Card,88781
12501,22588,25/12/2023,Fries,3.49,92.55,0.88,Drive-thru,Credit Card,88781
12502,22589,25/12/2023,Beverages,2.95,167.12,0.47,Drive-thru,Credit Card,88781
12503,22590,25/12/2023,Sides & Other,4.99,24.45,2.25,Drive-thru,Credit Card,88781
12504,26241,25/12/2023,Burgers,12.99,14.09,4.32,Drive-thru,Cash,88781
12505,26242,25/12/2023,Chicken Sandwiches,9.95,18.29,2.85,Drive-thru,Cash,88781
12506,26243,25/12/2023,Fries,3.49,119.77,0.88,Drive-thru,Cash,88781
12507,26244,25/12/2023,Beverages,2.95,94.92,0.47,Drive-thru,Cash,88781
12508,26245,25/12/2023,Sides & Other,4.99,16.83,2.25,Drive-thru,Cash,88781
12509,29896,25/12/2023,Burgers,12.99,8.93,4.32,Drive-thru,Gift card,88781
12510,29897,25/12/2023,Chicken Sandwiches,9.95,7.64,2.85,Drive-thru,Gift card,88781
12511,29898,25/12/2023,Fries,3.49,22.64,0.88,Drive-thru,Gift card,88781
12512,29899,25/12/2023,Beverages,2.95,9.15,0.47,Drive-thru,Gift card,88781
12513,29900,25/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88781
12514,33551,25/12/2023,Burgers,12.99,26.25,4.32,Online,Credit Card,88781
12515,33552,25/12/2023,Chicken Sandwiches,9.95,4.42,2.85,Online,Credit Card,88781
12516,33553,25/12/2023,Fries,3.49,224.36,0.88,Online,Credit Card,88781
12517,33554,25/12/2023,Beverages,2.95,18.98,0.47,Online,Credit Card,88781
12518,33555,25/12/2023,Sides & Other,4.99,25.05,2.25,Online,Credit Card,88781
12519,37206,25/12/2023,Burgers,12.99,1.77,4.32,Online,Gift Card,88781
12520,37207,25/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88781
12521,37208,25/12/2023,Fries,3.49,6.88,0.88,Online,Gift Card,88781
12522,37209,25/12/2023,Beverages,2.95,4.41,0.47,Online,Gift Card,88781
12523,37210,25/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88781
12524,40861,25/12/2023,Burgers,12.99,1332.18,4.32,In-store,Credit Card,88782
12525,40862,25/12/2023,Chicken Sandwiches,9.95,127.54,2.85,In-store,Credit Card,88782
12526,40863,25/12/2023,Fries,3.49,1307.74,0.88,In-store,Credit Card,88782
12527,40864,25/12/2023,Beverages,2.95,57.63,0.47,In-store,Credit Card,88782
12528,40865,25/12/2023,Sides & Other,4.99,30.06,2.25,In-store,Credit Card,88782
12529,44516,25/12/2023,Burgers,12.99,18.48,4.32,In-store,Cash,88782
12530,44517,25/12/2023,Chicken Sandwiches,9.95,2.61,2.85,In-store,Cash,88782
12531,44518,25/12/2023,Fries,3.49,88.83,0.88,In-store,Cash,88782
12532,44519,25/12/2023,Beverages,2.95,21.02,0.47,In-store,Cash,88782
12533,44520,25/12/2023,Sides & Other,4.99,14.83,2.25,In-store,Cash,88782
12534,48171,25/12/2023,Burgers,12.99,4.31,4.32,In-store,Gift card,88782
12535,48172,25/12/2023,Chicken Sandwiches,9.95,1.61,2.85,In-store,Gift card,88782
12536,48173,25/12/2023,Fries,3.49,7.74,0.88,In-store,Gift card,88782
12537,48174,25/12/2023,Beverages,2.95,9.83,0.47,In-store,Gift card,88782
12538,48175,25/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88782
12539,51826,25/12/2023,Burgers,12.99,220.79,4.32,Drive-thru,Credit Card,88782
12540,51827,25/12/2023,Chicken Sandwiches,9.95,65.53,2.85,Drive-thru,Credit Card,88782
12541,51828,25/12/2023,Fries,3.49,155.59,0.88,Drive-thru,Credit Card,88782
12542,51829,25/12/2023,Beverages,2.95,728.14,0.47,Drive-thru,Credit Card,88782
12543,51830,25/12/2023,Sides & Other,4.99,79.76,2.25,Drive-thru,Credit Card,88782
12544,55481,25/12/2023,Burgers,12.99,26.87,4.32,Drive-thru,Cash,88782
12545,55482,25/12/2023,Chicken Sandwiches,9.95,8.54,2.85,Drive-thru,Cash,88782
12546,55483,25/12/2023,Fries,3.49,446.7,0.88,Drive-thru,Cash,88782
12547,55484,25/12/2023,Beverages,2.95,23.05,0.47,Drive-thru,Cash,88782
12548,55485,25/12/2023,Sides & Other,4.99,115.63,2.25,Drive-thru,Cash,88782
12549,59136,25/12/2023,Burgers,12.99,8.78,4.32,Drive-thru,Gift card,88782
12550,59137,25/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88782
12551,59138,25/12/2023,Fries,3.49,37.54,0.88,Drive-thru,Gift card,88782
12552,59139,25/12/2023,Beverages,2.95,9.15,0.47,Drive-thru,Gift card,88782
12553,59140,25/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88782
12554,62791,25/12/2023,Burgers,12.99,17.24,4.32,Online,Credit Card,88782
12555,62792,25/12/2023,Chicken Sandwiches,9.95,7.04,2.85,Online,Credit Card,88782
12556,62793,25/12/2023,Fries,3.49,71.06,0.88,Online,Credit Card,88782
12557,62794,25/12/2023,Beverages,2.95,28.14,0.47,Online,Credit Card,88782
12558,62795,25/12/2023,Sides & Other,4.99,8.62,2.25,Online,Credit Card,88782
12559,66446,25/12/2023,Burgers,12.99,0.77,4.32,Online,Gift Card,88782
12560,66447,25/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88782
12561,66448,25/12/2023,Fries,3.49,20.06,0.88,Online,Gift Card,88782
12562,66449,25/12/2023,Beverages,2.95,6.1,0.47,Online,Gift Card,88782
12563,66450,25/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88782
12564,70101,25/12/2023,Burgers,12.99,459.74,4.32,In-store,Credit Card,88783
12565,70102,25/12/2023,Chicken Sandwiches,9.95,46.73,2.85,In-store,Credit Card,88783
12566,70103,25/12/2023,Fries,3.49,747.56,0.88,In-store,Credit Card,88783
12567,70104,25/12/2023,Beverages,2.95,222.71,0.47,In-store,Credit Card,88783
12568,70105,25/12/2023,Sides & Other,4.99,52.1,2.25,In-store,Credit Card,88783
12569,73756,25/12/2023,Burgers,12.99,104.62,4.32,In-store,Cash,88783
12570,73757,25/12/2023,Chicken Sandwiches,9.95,10.85,2.85,In-store,Cash,88783
12571,73758,25/12/2023,Fries,3.49,19.77,0.88,In-store,Cash,88783
12572,73759,25/12/2023,Beverages,2.95,20.68,0.47,In-store,Cash,88783
12573,73760,25/12/2023,Sides & Other,4.99,33.47,2.25,In-store,Cash,88783
12574,77411,25/12/2023,Burgers,12.99,14.47,4.32,In-store,Gift card,88783
12575,77412,25/12/2023,Chicken Sandwiches,9.95,1.61,2.85,In-store,Gift card,88783
12576,77413,25/12/2023,Fries,3.49,16.91,0.88,In-store,Gift card,88783
12577,77414,25/12/2023,Beverages,2.95,13.9,0.47,In-store,Gift card,88783
12578,77415,25/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88783
12579,81066,25/12/2023,Burgers,12.99,519.94,4.32,Drive-thru,Credit Card,88783
12580,81067,25/12/2023,Chicken Sandwiches,9.95,72.56,2.85,Drive-thru,Credit Card,88783
12581,81068,25/12/2023,Fries,3.49,1202.01,0.88,Drive-thru,Credit Card,88783
12582,81069,25/12/2023,Beverages,2.95,41.69,0.47,Drive-thru,Credit Card,88783
12583,81070,25/12/2023,Sides & Other,4.99,39.28,2.25,Drive-thru,Credit Card,88783
12584,84721,25/12/2023,Burgers,12.99,17.86,4.32,Drive-thru,Cash,88783
12585,84722,25/12/2023,Chicken Sandwiches,9.95,24.12,2.85,Drive-thru,Cash,88783
12586,84723,25/12/2023,Fries,3.49,108.6,0.88,Drive-thru,Cash,88783
12587,84724,25/12/2023,Beverages,2.95,25.42,0.47,Drive-thru,Cash,88783
12588,84725,25/12/2023,Sides & Other,4.99,26.25,2.25,Drive-thru,Cash,88783
12589,88376,25/12/2023,Burgers,12.99,5.7,4.32,Drive-thru,Gift card,88783
12590,88377,25/12/2023,Chicken Sandwiches,9.95,1.91,2.85,Drive-thru,Gift card,88783
12591,88378,25/12/2023,Fries,3.49,9.74,0.88,Drive-thru,Gift card,88783
12592,88379,25/12/2023,Beverages,2.95,3.73,0.47,Drive-thru,Gift card,88783
12593,88380,25/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88783
12594,92031,25/12/2023,Burgers,12.99,6.16,4.32,Online,Credit Card,88783
12595,92032,25/12/2023,Chicken Sandwiches,9.95,8.64,2.85,Online,Credit Card,88783
12596,92033,25/12/2023,Fries,3.49,110.03,0.88,Online,Credit Card,88783
12597,92034,25/12/2023,Beverages,2.95,23.73,0.47,Online,Credit Card,88783
12598,92035,25/12/2023,Sides & Other,4.99,2.4,2.25,Online,Credit Card,88783
12599,95686,25/12/2023,Burgers,12.99,1.46,4.32,Online,Gift Card,88783
12600,95687,25/12/2023,Chicken Sandwiches,9.95,2.61,2.85,Online,Gift Card,88783
12601,95688,25/12/2023,Fries,3.49,6.02,0.88,Online,Gift Card,88783
12602,95689,25/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88783
12603,95690,25/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88783
